Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAMPODEMARTE
,Departamento:LIMA,Provincia:LIMA,Distrito:JESUS,MARIA
,Latitud:12°4'14.03'',Longitud:77°2'35.3'',Altitud:117,msnm.
,Tipo:EMA,-Meteorológica,Código:112181
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/01/01,00:00,21.5,0.0,87,247,1.7
2024/01/01,01:00,21.4,0.0,88,249,1.6
2024/01/01,02:00,21.2,0.0,88,253,1.2
2024/01/01,03:00,21.3,0.0,88,242,0.8
2024/01/01,04:00,21.2,0.0,89,233,1.2
2024/01/01,05:00,21.2,0.0,88,225,1.2
2024/01/01,06:00,21.4,0.0,86,242,0.6
2024/01/01,07:00,21.6,0.0,85,235,1.0
2024/01/01,08:00,21.8,0.0,84,234,1.5
2024/01/01,09:00,22.3,0.0,82,240,0.9
2024/01/01,10:00,23.1,0.0,78,234,1.7
2024/01/01,11:00,24.2,0.0,76,234,1.2
2024/01/01,12:00,25.4,0.0,70,239,1.5
2024/01/01,13:00,25.1,0.0,74,223,1.7
2024/01/01,14:00,25.2,0.0,75,226,1.9
2024/01/01,15:00,24.7,0.0,75,220,2.3
2024/01/01,16:00,23.6,0.0,81,234,2.3
2024/01/01,17:00,22.9,0.0,81,229,2.0
2024/01/01,18:00,23.0,0.0,80,240,1.8
2024/01/01,19:00,22.5,0.0,82,255,0.6
2024/01/01,20:00,22.6,0.0,80,266,0.8
2024/01/01,21:00,22.3,0.0,82,259,1.0
2024/01/01,22:00,22.3,0.0,82,258,1.2
2024/01/01,23:00,22.1,0.0,83,267,1.0
2024/01/02,00:00,22.0,0.0,85,253,1.1
2024/01/02,01:00,21.7,0.0,86,238,1.2
2024/01/02,02:00,21.5,0.0,89,251,1.1
2024/01/02,03:00,21.4,0.0,90,250,1.0
2024/01/02,04:00,21.3,0.0,91,251,1.1
2024/01/02,05:00,21.2,0.0,91,238,1.3
2024/01/02,06:00,21.3,0.0,90,252,0.6
2024/01/02,07:00,21.4,0.0,89,255,0.8
2024/01/02,08:00,22.1,0.0,86,239,1.2
2024/01/02,09:00,22.8,0.0,84,242,1.4
2024/01/02,10:00,24.9,0.0,76,227,1.2
2024/01/02,11:00,25.0,0.0,76,231,2.1
2024/01/02,12:00,26.0,0.0,73,233,2.0
2024/01/02,13:00,25.3,0.0,74,226,2.1
2024/01/02,14:00,26.3,0.0,71,239,1.9
2024/01/02,15:00,25.1,0.0,75,233,2.6
2024/01/02,16:00,24.2,0.0,81,235,1.7
2024/01/02,17:00,23.6,0.0,81,231,2.2
2024/01/02,18:00,23.8,0.0,76,238,1.3
2024/01/02,19:00,22.4,0.0,79,248,1.3
2024/01/02,20:00,22.1,0.0,81,245,2.0
2024/01/02,21:00,21.9,0.0,84,247,1.4
2024/01/02,22:00,21.9,0.0,83,258,0.9
2024/01/02,23:00,21.9,0.0,84,247,1.0
2024/01/03,00:00,21.7,0.0,85,253,1.0
2024/01/03,01:00,21.6,0.0,86,246,0.8
2024/01/03,02:00,21.5,0.0,86,250,0.9
2024/01/03,03:00,21.4,0.0,86,256,1.1
2024/01/03,04:00,21.4,0.0,86,249,0.4
2024/01/03,05:00,21.3,0.0,86,271,0.5
2024/01/03,06:00,21.4,0.0,86,241,1.0
2024/01/03,07:00,21.7,0.0,84,264,0.5
2024/01/03,08:00,22.2,0.0,83,237,1.0
2024/01/03,09:00,22.7,0.0,80,230,1.2
2024/01/03,10:00,24.0,0.0,75,239,1.4
2024/01/03,11:00,24.0,0.0,76,230,1.9
2024/01/03,12:00,23.6,0.0,78,234,2.0
2024/01/03,13:00,24.4,0.0,73,232,1.7
2024/01/03,14:00,24.5,0.0,71,234,2.1
2024/01/03,15:00,24.9,0.0,72,234,2.2
2024/01/03,16:00,24.1,0.0,75,230,2.4
2024/01/03,17:00,23.4,0.0,76,230,2.6
2024/01/03,18:00,23.5,0.0,73,245,1.5
2024/01/03,19:00,23.1,0.0,75,235,1.5
2024/01/03,20:00,22.7,0.0,77,242,1.2
2024/01/03,21:00,21.9,0.0,82,249,0.7
2024/01/03,22:00,21.9,0.0,82,249,0.7
2024/01/03,23:00,21.8,0.0,81,247,0.9
2024/01/04,00:00,21.4,0.0,86,243,1.2
2024/01/04,01:00,21.2,0.0,88,260,0.6
2024/01/04,02:00,21.1,0.0,90,247,1.3
2024/01/04,03:00,21.1,0.0,89,259,0.4
2024/01/04,04:00,21.0,0.0,90,248,1.1
2024/01/04,05:00,20.9,0.0,90,268,0.1
2024/01/04,06:00,21.2,0.0,89,241,0.7
2024/01/04,07:00,22.0,0.0,86,292,0.0
2024/01/04,08:00,23.1,0.0,80,237,0.7
2024/01/04,09:00,24.3,0.0,73,238,1.0
2024/01/04,10:00,25.6,0.0,69,238,1.4
2024/01/04,11:00,26.6,0.0,69,237,2.1
2024/01/04,12:00,26.5,0.0,68,243,1.4
2024/01/04,13:00,25.0,0.0,70,228,2.4
2024/01/04,14:00,23.3,0.0,80,253,1.2
2024/01/04,15:00,23.1,0.0,82,234,1.7
2024/01/04,16:00,23.9,0.0,78,235,1.4
2024/01/04,17:00,23.7,0.0,77,233,1.7
2024/01/04,18:00,23.7,0.0,76,235,1.7
2024/01/04,19:00,23.4,0.0,75,238,0.7
2024/01/04,20:00,23.0,0.0,77,239,1.1
2024/01/04,21:00,23.3,0.0,72,236,1.2
2024/01/04,22:00,23.2,0.0,72,243,1.1
2024/01/04,23:00,23.0,0.0,75,241,1.0
2024/01/05,00:00,22.2,0.0,81,241,1.2
2024/01/05,01:00,21.8,0.0,87,249,0.9
2024/01/05,02:00,21.7,0.0,87,251,0.5
2024/01/05,03:00,22.0,0.0,85,244,0.1
2024/01/05,04:00,21.3,0.0,91,240,1.1
2024/01/05,05:00,21.3,0.0,90,243,0.2
2024/01/05,06:00,21.1,0.0,90,232,0.5
2024/01/05,07:00,21.4,0.0,90,243,0.4
2024/01/05,08:00,22.4,0.0,86,244,1.2
2024/01/05,09:00,23.1,0.0,82,240,S/D
2024/01/05,10:00,25.0,0.0,77,228,1.8
2024/01/05,11:00,26.2,0.0,69,231,2.3
2024/01/05,12:00,26.1,0.0,69,232,2.3
2024/01/05,13:00,25.9,0.0,70,231,2.8
2024/01/05,14:00,26.5,0.0,68,242,2.2
2024/01/05,15:00,26.4,0.0,69,237,2.3
2024/01/05,16:00,25.9,0.0,71,232,2.6
2024/01/05,17:00,25.6,0.0,67,244,2.0
2024/01/05,18:00,24.3,0.0,70,255,1.5
2024/01/05,19:00,23.4,0.0,73,243,2.0
2024/01/05,20:00,23.1,0.0,74,252,1.3
2024/01/05,21:00,22.6,0.0,76,254,1.6
2024/01/05,22:00,22.2,0.0,80,247,1.3
2024/01/05,23:00,22.0,0.0,83,259,0.9
2024/01/06,00:00,21.5,0.0,84,253,1.3
2024/01/06,01:00,21.3,0.0,83,258,1.0
2024/01/06,02:00,21.2,0.0,84,245,1.0
2024/01/06,03:00,21.2,0.0,85,250,0.8
2024/01/06,04:00,21.0,0.0,85,240,0.6
2024/01/06,05:00,20.9,0.0,86,240,0.8
2024/01/06,06:00,21.0,0.0,87,237,0.6
2024/01/06,07:00,21.5,0.0,85,231,0.4
2024/01/06,08:00,22.6,0.0,82,234,1.0
2024/01/06,09:00,22.7,0.0,82,219,1.1
2024/01/06,10:00,24.8,0.0,75,235,1.5
2024/01/06,11:00,25.5,0.0,71,235,1.8
2024/01/06,12:00,24.8,0.0,74,231,2.5
2024/01/06,13:00,25.6,0.0,72,233,1.8
2024/01/06,14:00,24.1,0.0,78,229,2.5
2024/01/06,15:00,25.8,0.0,71,237,2.1
2024/01/06,16:00,24.3,0.0,73,234,2.9
2024/01/06,17:00,24.1,0.0,71,238,2.3
2024/01/06,18:00,23.1,0.0,75,249,1.6
2024/01/06,19:00,22.6,0.0,77,250,1.2
2024/01/06,20:00,22.5,0.0,77,253,1.0
2024/01/06,21:00,22.1,0.0,79,251,1.4
2024/01/06,22:00,21.9,0.0,82,250,1.3
2024/01/06,23:00,21.6,0.0,84,248,1.2
2024/01/07,00:00,21.8,0.0,82,298,0.5
2024/01/07,01:00,22.0,0.0,81,239,0.7
2024/01/07,02:00,22.0,0.0,81,251,0.7
2024/01/07,03:00,22.2,0.0,79,253,1.0
2024/01/07,04:00,22.2,0.0,80,245,0.6
2024/01/07,05:00,22.0,0.0,81,267,0.7
2024/01/07,06:00,21.9,0.0,82,232,1.3
2024/01/07,07:00,22.3,0.0,80,250,1.1
2024/01/07,08:00,23.2,0.0,77,244,0.6
2024/01/07,09:00,23.3,0.0,77,229,1.5
2024/01/07,10:00,24.2,0.0,74,233,2.1
2024/01/07,11:00,25.4,0.0,72,237,2.0
2024/01/07,12:00,25.4,0.0,71,237,2.4
2024/01/07,13:00,25.6,0.0,71,239,2.7
2024/01/07,14:00,25.7,0.0,70,244,2.3
2024/01/07,15:00,25.7,0.0,71,241,2.4
2024/01/07,16:00,25.5,0.0,69,233,2.7
2024/01/07,17:00,24.9,0.0,71,247,1.8
2024/01/07,18:00,23.2,0.0,77,249,2.5
2024/01/07,19:00,22.7,0.0,79,249,1.2
2024/01/07,20:00,22.8,0.0,79,246,1.1
2024/01/07,21:00,22.7,0.0,80,248,1.4
2024/01/07,22:00,22.5,0.0,80,255,1.3
2024/01/07,23:00,22.5,0.0,81,246,1.0
2024/01/08,00:00,22.3,0.0,82,238,1.0
2024/01/08,01:00,22.1,0.0,84,254,1.0
2024/01/08,02:00,22.0,0.0,85,241,1.0
2024/01/08,03:00,21.8,0.0,87,252,1.1
2024/01/08,04:00,21.6,0.0,88,268,0.8
2024/01/08,05:00,21.5,0.0,88,247,1.1
2024/01/08,06:00,21.6,0.0,88,252,1.2
2024/01/08,07:00,21.7,0.0,87,239,1.6
2024/01/08,08:00,22.6,0.0,83,248,0.9
2024/01/08,09:00,24.6,0.0,75,248,1.1
2024/01/08,10:00,27.8,0.0,64,254,0.6
2024/01/08,11:00,27.1,0.0,65,231,2.6
2024/01/08,12:00,26.9,0.0,64,234,3.4
2024/01/08,13:00,26.9,0.0,64,238,2.3
2024/01/08,14:00,25.9,0.0,71,253,1.9
2024/01/08,15:00,26.4,0.0,70,238,2.7
2024/01/08,16:00,24.9,0.0,76,239,2.6
2024/01/08,17:00,24.3,0.0,74,242,2.9
2024/01/08,18:00,23.8,0.0,75,248,1.3
2024/01/08,19:00,23.3,0.0,77,241,1.1
2024/01/08,20:00,22.9,0.0,78,244,1.6
2024/01/08,21:00,22.7,0.0,79,247,1.5
2024/01/08,22:00,22.4,0.0,82,253,0.9
2024/01/08,23:00,22.0,0.0,86,251,1.3
2024/01/09,00:00,21.7,0.0,87,243,0.6
2024/01/09,01:00,21.6,0.0,88,230,1.1
2024/01/09,02:00,21.2,0.0,91,232,1.1
2024/01/09,03:00,21.5,0.0,89,258,0.4
2024/01/09,04:00,21.5,0.0,88,243,1.0
2024/01/09,05:00,21.6,0.0,89,233,1.2
2024/01/09,06:00,21.4,0.0,88,243,0.6
2024/01/09,07:00,21.9,0.0,85,242,0.6
2024/01/09,08:00,23.5,0.0,78,259,0.7
2024/01/09,09:00,25.6,0.0,73,232,1.7
2024/01/09,10:00,27.4,0.0,64,242,1.6
2024/01/09,11:00,27.3,0.0,65,235,1.7
2024/01/09,12:00,25.6,0.0,76,235,2.0
2024/01/09,13:00,26.6,0.0,71,240,2.1
2024/01/09,14:00,26.8,0.0,73,243,2.1
2024/01/09,15:00,26.6,0.0,73,235,2.2
2024/01/09,16:00,26.5,0.0,70,239,2.2
2024/01/09,17:00,25.2,0.0,72,233,2.4
2024/01/09,18:00,24.2,0.0,76,227,2.2
2024/01/09,19:00,23.3,0.0,78,233,2.0
2024/01/09,20:00,22.9,0.0,78,261,1.3
2024/01/09,21:00,22.6,0.0,81,274,0.6
2024/01/09,22:00,22.4,0.0,84,255,1.2
2024/01/09,23:00,22.4,0.0,84,238,1.7
2024/01/10,00:00,22.3,0.0,84,237,1.3
2024/01/10,01:00,21.8,0.0,85,242,1.1
2024/01/10,02:00,21.8,0.0,86,250,1.0
2024/01/10,03:00,21.9,0.0,84,290,0.4
2024/01/10,04:00,21.9,0.0,85,244,0.9
2024/01/10,05:00,22.0,0.0,84,248,1.2
2024/01/10,06:00,22.2,0.0,83,233,0.9
2024/01/10,07:00,22.9,0.0,80,253,0.6
2024/01/10,08:00,24.2,0.0,74,238,0.9
2024/01/10,09:00,25.0,0.0,75,232,1.9
2024/01/10,10:00,25.6,0.0,74,236,1.9
2024/01/10,11:00,26.2,0.0,72,233,1.9
2024/01/10,12:00,26.1,0.0,71,243,1.9
2024/01/10,13:00,27.0,0.0,65,233,2.2
2024/01/10,14:00,27.6,0.0,65,233,2.4
2024/01/10,15:00,27.7,0.0,64,241,2.4
2024/01/10,16:00,26.8,0.0,70,236,2.3
2024/01/10,17:00,25.2,0.0,74,229,2.4
2024/01/10,18:00,24.4,0.0,77,234,2.3
2024/01/10,19:00,23.2,0.0,77,236,2.0
2024/01/10,20:00,22.6,0.0,79,245,1.7
2024/01/10,21:00,22.4,0.0,79,245,1.1
2024/01/10,22:00,22.1,0.0,84,243,1.4
2024/01/10,23:00,21.9,0.0,85,246,1.5
2024/01/11,00:00,21.8,0.0,87,244,0.8
2024/01/11,01:00,21.5,0.0,89,236,1.2
2024/01/11,02:00,21.4,0.0,88,233,1.4
2024/01/11,03:00,21.5,0.0,87,252,0.6
2024/01/11,04:00,21.5,0.0,85,244,0.9
2024/01/11,05:00,21.5,0.0,85,238,1.2
2024/01/11,06:00,21.3,0.0,87,234,0.9
2024/01/11,07:00,21.7,0.0,85,230,1.8
2024/01/11,08:00,22.6,0.0,81,240,1.0
2024/01/11,09:00,24.5,0.0,74,247,1.0
2024/01/11,10:00,25.2,0.0,74,232,2.0
2024/01/11,11:00,26.3,0.0,68,231,1.8
2024/01/11,12:00,26.3,0.0,68,238,1.9
2024/01/11,13:00,26.0,0.0,71,237,2.3
2024/01/11,14:00,26.7,0.0,67,237,2.5
2024/01/11,15:00,26.1,0.0,70,232,2.5
2024/01/11,16:00,25.2,0.0,76,235,1.9
2024/01/11,17:00,25.4,0.0,72,232,2.4
2024/01/11,18:00,24.6,0.0,70,273,1.2
2024/01/11,19:00,23.7,0.0,74,246,1.7
2024/01/11,20:00,23.3,0.0,76,256,1.3
2024/01/11,21:00,22.9,0.0,77,245,1.2
2024/01/11,22:00,22.7,0.0,79,244,1.4
2024/01/11,23:00,22.8,0.0,79,257,0.9
2024/01/12,00:00,22.7,0.0,78,249,0.8
2024/01/12,01:00,22.0,0.0,83,232,1.8
2024/01/12,02:00,21.9,0.0,84,239,0.8
2024/01/12,03:00,21.8,0.0,86,243,0.9
2024/01/12,04:00,21.5,0.0,86,235,1.2
2024/01/12,05:00,21.5,0.0,84,247,0.5
2024/01/12,06:00,21.8,0.0,83,235,0.4
2024/01/12,07:00,22.5,0.0,81,234,0.2
2024/01/12,08:00,24.1,0.0,72,242,0.4
2024/01/12,09:00,23.2,0.0,78,222,1.3
2024/01/12,10:00,25.5,0.0,69,232,1.9
2024/01/12,11:00,25.0,0.0,76,234,1.7
2024/01/12,12:00,26.5,0.0,70,232,1.8
2024/01/12,13:00,26.8,0.0,69,237,2.1
2024/01/12,14:00,25.2,0.0,73,235,1.8
2024/01/12,15:00,25.2,0.0,74,239,1.4
2024/01/12,16:00,25.8,0.0,68,238,1.9
2024/01/12,17:00,25.2,0.0,72,228,1.9
2024/01/12,18:00,25.1,0.0,70,246,1.4
2024/01/12,19:00,24.2,0.0,74,234,1.4
2024/01/12,20:00,24.0,0.0,74,231,1.2
2024/01/12,21:00,23.8,0.0,75,233,1.5
2024/01/12,22:00,22.8,0.0,80,233,1.6
2024/01/12,23:00,22.4,0.0,81,239,0.6
2024/01/13,00:00,22.2,0.0,81,239,0.6
2024/01/13,01:00,21.7,0.0,86,241,0.8
2024/01/13,02:00,21.5,0.0,88,234,0.9
2024/01/13,03:00,21.5,0.0,86,246,0.7
2024/01/13,04:00,21.5,0.0,87,256,0.1
2024/01/13,05:00,22.0,0.0,82,236,1.2
2024/01/13,06:00,21.2,0.0,89,236,0.9
2024/01/13,07:00,21.7,0.0,85,224,1.1
2024/01/13,08:00,22.0,0.0,87,238,1.4
2024/01/13,09:00,24.5,0.0,77,238,1.0
2024/01/13,10:00,26.1,0.0,72,229,1.5
2024/01/13,11:00,26.9,0.0,70,244,1.6
2024/01/13,12:00,26.1,0.0,72,236,1.9
2024/01/13,13:00,26.6,0.0,69,234,2.2
2024/01/13,14:00,28.1,0.0,64,241,2.0
2024/01/13,15:00,27.2,0.0,66,230,2.7
2024/01/13,16:00,26.9,0.0,67,230,2.7
2024/01/13,17:00,25.9,0.0,69,237,2.2
2024/01/13,18:00,25.0,0.0,70,240,1.4
2024/01/13,19:00,23.4,0.0,79,243,1.8
2024/01/13,20:00,23.3,0.0,79,244,1.0
2024/01/13,21:00,22.6,0.0,85,242,1.4
2024/01/13,22:00,22.4,0.0,85,252,0.8
2024/01/13,23:00,22.0,0.0,87,246,1.0
2024/01/14,00:00,21.8,0.0,89,239,1.3
2024/01/14,01:00,21.7,0.0,89,247,0.8
2024/01/14,02:00,21.6,0.0,90,237,0.7
2024/01/14,03:00,21.4,0.0,90,274,0.4
2024/01/14,04:00,21.5,0.0,89,243,0.6
2024/01/14,05:00,21.1,0.0,91,258,0.8
2024/01/14,06:00,21.1,0.0,90,233,0.9
2024/01/14,07:00,21.4,0.0,89,227,1.2
2024/01/14,08:00,21.8,0.0,88,245,1.0
2024/01/14,09:00,22.6,0.0,84,241,0.9
2024/01/14,10:00,23.2,0.0,82,213,1.3
2024/01/14,11:00,24.7,0.0,75,222,1.8
2024/01/14,12:00,25.3,0.0,73,232,2.4
2024/01/14,13:00,25.3,0.0,74,229,2.8
2024/01/14,14:00,25.7,0.0,72,237,2.4
2024/01/14,15:00,25.1,0.0,75,228,3.2
2024/01/14,16:00,24.9,0.0,74,237,2.5
2024/01/14,17:00,24.0,0.0,76,247,1.9
2024/01/14,18:00,23.7,0.0,79,250,1.5
2024/01/14,19:00,22.8,0.0,82,235,2.2
2024/01/14,20:00,22.6,0.0,82,253,1.3
2024/01/14,21:00,22.5,0.0,81,253,1.2
2024/01/14,22:00,22.3,0.0,81,251,1.1
2024/01/14,23:00,22.2,0.0,81,248,1.2
2024/01/15,00:00,22.1,0.0,81,244,1.5
2024/01/15,01:00,21.8,0.0,83,265,1.0
2024/01/15,02:00,21.5,0.0,84,255,1.1
2024/01/15,03:00,21.5,0.0,84,248,0.9
2024/01/15,04:00,21.3,0.0,86,284,0.5
2024/01/15,05:00,21.3,0.0,86,229,1.2
2024/01/15,06:00,21.4,0.0,85,246,0.8
2024/01/15,07:00,21.9,0.0,81,253,0.7
2024/01/15,08:00,23.0,0.0,77,253,1.3
2024/01/15,09:00,24.9,0.0,70,15,0.5
2024/01/15,10:00,25.6,0.0,68,237,1.5
2024/01/15,11:00,26.9,0.0,63,238,1.9
2024/01/15,12:00,26.1,0.0,67,240,2.3
2024/01/15,13:00,25.3,0.0,73,229,3.3
2024/01/15,14:00,25.4,0.0,69,232,3.0
2024/01/15,15:00,25.5,0.0,70,236,2.0
2024/01/15,16:00,25.1,0.0,74,242,1.8
2024/01/15,17:00,23.8,0.0,77,239,2.1
2024/01/15,18:00,23.2,0.0,80,231,2.0
2024/01/15,19:00,22.9,0.0,78,250,1.2
2024/01/15,20:00,22.6,0.0,81,245,1.2
2024/01/15,21:00,22.5,0.0,82,251,1.3
2024/01/15,22:00,22.2,0.0,84,245,1.3
2024/01/15,23:00,21.9,0.0,85,241,1.1
2024/01/16,00:00,21.8,0.0,86,247,1.5
2024/01/16,01:00,21.7,0.0,87,244,1.0
2024/01/16,02:00,21.6,0.0,87,246,1.0
2024/01/16,03:00,21.5,0.0,88,256,0.6
2024/01/16,04:00,21.4,0.0,88,254,0.3
2024/01/16,05:00,21.3,0.0,88,240,0.7
2024/01/16,06:00,21.1,0.0,90,228,1.1
2024/01/16,07:00,21.3,0.0,90,231,1.4
2024/01/16,08:00,23.0,0.0,83,247,0.9
2024/01/16,09:00,24.3,0.0,79,228,1.5
2024/01/16,10:00,25.7,0.0,70,233,1.7
2024/01/16,11:00,25.6,0.0,74,226,1.8
2024/01/16,12:00,26.0,0.0,69,235,2.0
2024/01/16,13:00,25.1,0.0,73,229,2.8
2024/01/16,14:00,25.5,0.0,75,237,2.4
2024/01/16,15:00,25.4,0.0,75,230,3.0
2024/01/16,16:00,24.7,0.0,78,234,2.5
2024/01/16,17:00,25.0,0.0,73,231,2.2
2024/01/16,18:00,23.4,0.0,78,258,1.7
2024/01/16,19:00,23.0,0.0,77,258,1.3
2024/01/16,20:00,22.4,0.0,78,263,1.5
2024/01/16,21:00,22.5,0.0,80,241,1.1
2024/01/16,22:00,22.1,0.0,82,249,1.5
2024/01/16,23:00,21.9,0.0,83,246,1.7
2024/01/17,00:00,21.8,0.0,84,238,1.3
2024/01/17,01:00,21.5,0.0,85,258,0.7
2024/01/17,02:00,21.5,0.0,85,236,1.1
2024/01/17,03:00,21.4,0.0,86,246,0.7
2024/01/17,04:00,21.3,0.0,86,238,1.8
2024/01/17,05:00,21.4,0.0,85,251,0.7
2024/01/17,06:00,21.4,0.0,86,257,0.8
2024/01/17,07:00,21.9,0.0,84,253,1.3
2024/01/17,08:00,22.7,0.0,79,246,1.5
2024/01/17,09:00,24.4,0.0,74,237,1.6
2024/01/17,10:00,25.5,0.0,71,232,2.2
2024/01/17,11:00,26.3,0.0,68,233,1.9
2024/01/17,12:00,25.6,0.0,69,228,2.6
2024/01/17,13:00,26.3,0.0,70,237,2.1
2024/01/17,14:00,24.2,0.0,77,228,2.7
2024/01/17,15:00,24.9,0.0,76,234,2.7
2024/01/17,16:00,23.1,0.0,81,239,2.3
2024/01/17,17:00,22.4,0.0,86,236,1.8
2024/01/17,18:00,22.6,0.0,84,232,1.8
2024/01/17,19:00,22.2,0.0,85,233,1.6
2024/01/17,20:00,22.2,0.0,84,255,1.3
2024/01/17,21:00,22.3,0.0,85,252,1.0
2024/01/17,22:00,22.1,0.0,86,248,1.3
2024/01/17,23:00,21.9,0.0,87,256,0.8
2024/01/18,00:00,21.9,0.0,88,232,1.3
2024/01/18,01:00,21.5,0.0,88,239,0.9
2024/01/18,02:00,21.4,0.0,87,278,0.7
2024/01/18,03:00,21.3,0.0,88,253,0.7
2024/01/18,04:00,21.3,0.0,87,229,1.2
2024/01/18,05:00,21.2,0.0,88,238,0.5
2024/01/18,06:00,21.3,0.0,88,236,0.9
2024/01/18,07:00,21.9,0.0,85,192,0.0
2024/01/18,08:00,22.9,0.0,81,222,0.5
2024/01/18,09:00,23.3,0.0,78,238,0.9
2024/01/18,10:00,24.2,0.0,76,248,0.7
2024/01/18,11:00,24.6,0.0,75,246,1.1
2024/01/18,12:00,25.7,0.0,71,234,2.0
2024/01/18,13:00,26.7,0.0,71,239,1.8
2024/01/18,14:00,25.8,0.0,75,245,2.4
2024/01/18,15:00,26.1,0.0,74,240,2.2
2024/01/18,16:00,24.6,0.0,77,232,2.6
2024/01/18,17:00,24.3,0.0,76,235,1.7
2024/01/18,18:00,23.4,0.0,80,232,2.0
2024/01/18,19:00,22.7,0.0,84,233,2.0
2024/01/18,20:00,22.2,0.0,86,233,1.8
2024/01/18,21:00,22.1,0.0,86,241,1.3
2024/01/18,22:00,22.1,0.0,86,236,1.3
2024/01/18,23:00,21.7,0.0,88,243,1.0
2024/01/19,00:00,21.0,0.0,93,236,1.2
2024/01/19,01:00,20.8,0.0,94,228,0.6
2024/01/19,02:00,20.8,0.0,94,230,1.2
2024/01/19,03:00,20.7,0.0,94,227,0.9
2024/01/19,04:00,20.6,0.0,94,228,0.5
2024/01/19,05:00,21.0,0.0,92,204,0.3
2024/01/19,06:00,20.8,0.0,92,222,1.1
2024/01/19,07:00,20.9,0.0,93,243,0.4
2024/01/19,08:00,22.0,0.0,87,241,0.4
2024/01/19,09:00,23.9,0.0,79,215,1.1
2024/01/19,10:00,24.9,0.0,76,233,1.3
2024/01/19,11:00,26.0,0.0,71,216,1.7
2024/01/19,12:00,27.3,0.0,67,226,1.6
2024/01/19,13:00,27.3,0.0,69,231,2.0
2024/01/19,14:00,27.6,0.0,70,228,2.1
2024/01/19,15:00,25.6,0.0,75,249,1.4
2024/01/19,16:00,23.8,0.0,84,232,1.7
2024/01/19,17:00,23.0,0.0,86,242,1.1
2024/01/19,18:00,23.0,0.0,85,234,1.3
2024/01/19,19:00,22.6,0.0,86,234,1.9
2024/01/19,20:00,22.3,0.0,89,232,1.8
2024/01/19,21:00,22.3,0.0,87,248,0.6
2024/01/19,22:00,22.3,0.0,86,249,1.1
2024/01/19,23:00,22.3,0.0,86,242,1.1
2024/01/20,00:00,22.4,0.0,86,232,1.3
2024/01/20,01:00,21.7,0.0,91,240,0.8
2024/01/20,02:00,21.5,0.0,93,237,1.1
2024/01/20,03:00,21.4,0.0,92,78,0.1
2024/01/20,04:00,21.4,0.0,92,230,1.3
2024/01/20,05:00,21.2,0.0,92,234,0.6
2024/01/20,06:00,21.1,0.0,91,250,0.2
2024/01/20,07:00,21.5,0.0,90,246,0.5
2024/01/20,08:00,22.9,0.0,85,235,0.7
2024/01/20,09:00,23.7,0.0,83,248,1.3
2024/01/20,10:00,25.9,0.0,75,236,1.1
2024/01/20,11:00,26.1,0.0,74,239,1.5
2024/01/20,12:00,25.6,0.0,76,236,2.1
2024/01/20,13:00,26.3,0.0,74,241,1.8
2024/01/20,14:00,26.2,0.0,74,246,2.3
2024/01/20,15:00,25.1,0.0,78,233,2.0
2024/01/20,16:00,25.8,0.0,76,232,2.6
2024/01/20,17:00,24.5,0.0,79,241,1.8
2024/01/20,18:00,23.4,0.0,84,229,2.1
2024/01/20,19:00,22.7,0.0,86,228,2.0
2024/01/20,20:00,22.5,0.0,87,249,0.9
2024/01/20,21:00,22.4,0.0,88,241,1.3
2024/01/20,22:00,22.3,0.0,88,255,1.0
2024/01/20,23:00,22.1,0.0,89,249,0.9
2024/01/21,00:00,21.9,0.0,90,241,0.7
2024/01/21,01:00,21.9,0.0,90,241,0.6
2024/01/21,02:00,21.5,0.0,92,235,1.5
2024/01/21,03:00,21.5,0.0,92,42,0.1
2024/01/21,04:00,21.5,0.0,92,229,1.6
2024/01/21,05:00,21.5,0.0,92,253,1.0
2024/01/21,06:00,21.7,0.0,91,248,0.7
2024/01/21,07:00,22.1,0.0,90,242,0.6
2024/01/21,08:00,22.6,0.0,87,245,1.2
2024/01/21,09:00,23.9,0.0,81,242,1.1
2024/01/21,10:00,25.5,0.0,75,234,1.5
2024/01/21,11:00,27.3,0.0,69,239,1.7
2024/01/21,12:00,27.2,0.0,69,233,2.1
2024/01/21,13:00,26.7,0.0,72,237,2.6
2024/01/21,14:00,27.2,0.0,70,236,2.8
2024/01/21,15:00,27.4,0.0,69,233,2.2
2024/01/21,16:00,25.3,0.0,78,245,2.5
2024/01/21,17:00,24.6,0.0,79,250,1.7
2024/01/21,18:00,23.7,0.0,83,244,2.0
2024/01/21,19:00,22.6,0.0,87,251,1.1
2024/01/21,20:00,22.4,0.0,88,251,1.3
2024/01/21,21:00,22.3,0.0,89,243,1.1
2024/01/21,22:00,22.3,0.0,89,244,1.3
2024/01/21,23:00,22.1,0.0,89,245,1.1
2024/01/22,00:00,22.1,0.0,89,242,0.5
2024/01/22,01:00,22.0,0.0,89,238,0.5
2024/01/22,02:00,21.8,0.0,91,231,1.7
