Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAMPODEMARTE
,Departamento:LIMA,Provincia:LIMA,Distrito:JESUS,MARIA
,Latitud:12°4'14.03'',Longitud:77°2'35.3'',Altitud:117,msnm.
,Tipo:EMA,-Meteorológica,Código:112181
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/04/13,02:00,20.5,0.0,91,253,0.5
2024/04/13,03:00,20.1,0.0,93,232,1.0
2024/04/13,04:00,19.8,0.0,94,234,0.5
2024/04/13,05:00,19.7,0.0,95,231,1.1
2024/04/13,06:00,19.6,0.0,95,247,0.6
2024/04/13,07:00,19.4,0.0,96,236,0.8
2024/04/13,08:00,20.2,0.0,94,238,0.7
2024/04/13,09:00,22.0,0.0,84,280,0.4
2024/04/13,10:00,24.2,0.0,77,204,1.0
2024/04/13,11:00,25.3,0.0,70,234,2.0
2024/04/13,12:00,26.3,0.0,67,239,1.5
2024/04/13,13:00,26.5,0.0,65,232,2.1
2024/04/13,14:00,27.2,0.0,63,226,2.3
2024/04/13,15:00,27.0,0.0,64,227,2.2
2024/04/13,16:00,25.4,0.0,72,237,1.7
2024/04/13,17:00,22.6,0.0,84,231,2.1
2024/04/13,18:00,22.7,0.0,77,253,0.9
2024/04/13,19:00,21.9,0.0,80,251,2.0
2024/04/13,20:00,21.3,0.0,83,251,1.9
2024/04/13,21:00,20.8,0.0,87,250,1.6
2024/04/13,22:00,20.8,0.0,90,242,1.0
2024/04/13,23:00,20.4,0.0,91,261,1.2
2024/04/14,00:00,20.2,0.0,93,244,0.8
2024/04/14,01:00,19.8,0.0,94,236,1.4
2024/04/14,02:00,19.5,0.0,96,251,0.8
2024/04/14,03:00,19.7,0.0,94,239,1.1
2024/04/14,04:00,19.8,0.0,93,47,0.1
2024/04/14,05:00,19.8,0.0,93,224,1.3
2024/04/14,06:00,19.1,0.0,96,235,1.1
2024/04/14,07:00,19.5,0.0,96,237,0.9
2024/04/14,08:00,20.2,0.0,92,225,1.0
2024/04/14,09:00,24.5,0.0,75,56,0.3
2024/04/14,10:00,26.6,0.0,65,225,0.9
2024/04/14,11:00,25.0,0.0,75,234,1.8
2024/04/14,12:00,26.2,0.0,68,237,1.6
2024/04/14,13:00,24.7,0.0,76,246,1.6
2024/04/14,14:00,24.6,0.0,76,237,2.0
2024/04/14,15:00,22.6,0.0,84,238,2.5
2024/04/14,16:00,23.8,0.0,80,232,2.2
2024/04/14,17:00,22.6,0.0,83,238,1.9
2024/04/14,18:00,21.8,0.0,85,239,1.5
2024/04/14,19:00,21.1,0.0,88,252,1.2
2024/04/14,20:00,20.4,0.0,92,262,1.0
2024/04/14,21:00,20.7,0.0,89,263,0.9
2024/04/14,22:00,20.4,0.0,91,236,1.3
2024/04/14,23:00,20.2,0.0,92,250,1.1
2024/04/15,00:00,20.3,0.0,92,247,1.0
2024/04/15,01:00,20.2,0.0,91,236,0.6
2024/04/15,02:00,19.6,0.0,95,231,1.2
2024/04/15,03:00,19.4,0.0,95,234,1.1
2024/04/15,04:00,19.4,0.0,96,235,1.5
2024/04/15,05:00,19.6,0.0,94,239,1.0
2024/04/15,06:00,19.4,0.0,95,232,0.9
2024/04/15,07:00,19.1,0.0,97,230,0.9
2024/04/15,08:00,19.5,0.0,96,238,0.7
2024/04/15,09:00,21.1,0.0,87,238,0.7
2024/04/15,10:00,21.8,0.0,84,249,1.2
2024/04/15,11:00,22.5,0.0,81,236,1.9
2024/04/15,12:00,23.6,0.0,76,234,1.5
2024/04/15,13:00,23.6,0.0,75,230,2.5
2024/04/15,14:00,24.8,0.0,72,233,2.3
2024/04/15,15:00,25.0,0.0,70,236,2.3
2024/04/15,16:00,24.3,0.0,73,238,1.9
2024/04/15,17:00,22.8,0.0,78,231,2.2
2024/04/15,18:00,21.5,0.0,81,231,2.1
2024/04/15,19:00,21.6,0.0,81,236,1.7
2024/04/15,20:00,21.1,0.0,83,228,1.5
2024/04/15,21:00,20.2,0.0,87,242,1.4
2024/04/15,22:00,19.7,0.0,89,258,1.0
2024/04/15,23:00,19.5,0.0,90,240,1.0
2024/04/16,00:00,19.3,0.0,91,242,1.2
2024/04/16,01:00,19.2,0.0,93,211,0.3
2024/04/16,02:00,19.0,0.0,93,274,0.5
2024/04/16,03:00,18.9,0.0,93,227,1.1
2024/04/16,04:00,18.3,0.0,97,207,0.6
2024/04/16,05:00,18.5,0.0,96,218,0.7
2024/04/16,06:00,18.6,0.0,94,241,0.3
2024/04/16,07:00,19.0,0.0,93,288,0.0
2024/04/16,08:00,19.8,0.0,89,239,1.3
2024/04/16,09:00,20.1,0.0,88,243,1.1
2024/04/16,10:00,21.2,0.0,86,222,1.5
2024/04/16,11:00,21.4,0.0,85,218,1.5
2024/04/16,12:00,21.7,0.0,79,216,1.5
2024/04/16,13:00,21.8,0.0,83,224,1.6
2024/04/16,14:00,22.3,0.0,79,222,2.0
2024/04/16,15:00,23.8,0.0,75,241,1.3
2024/04/16,16:00,21.5,0.0,82,230,1.4
2024/04/16,17:00,20.5,0.0,87,231,1.8
2024/04/16,18:00,20.4,0.0,84,232,1.2
2024/04/16,19:00,19.1,0.0,91,231,1.4
2024/04/16,20:00,19.4,0.0,90,231,0.9
2024/04/16,21:00,19.1,0.0,90,233,1.3
2024/04/16,22:00,18.9,0.0,91,232,1.2
2024/04/16,23:00,18.9,0.0,91,223,0.7
2024/04/17,00:00,18.7,0.0,92,198,0.4
2024/04/17,01:00,18.5,0.0,91,212,0.8
2024/04/17,02:00,18.3,0.0,93,209,1.1
2024/04/17,03:00,18.4,0.0,93,225,0.1
2024/04/17,04:00,18.4,0.0,93,296,0.5
2024/04/17,05:00,18.3,0.0,93,210,0.5
2024/04/17,06:00,18.1,0.0,94,125,0.1
2024/04/17,07:00,18.5,0.0,93,269,0.3
2024/04/17,08:00,20.4,0.0,85,294,0.7
2024/04/17,09:00,21.4,0.0,83,227,1.1
2024/04/17,10:00,22.0,0.0,79,215,1.0
2024/04/17,11:00,23.1,0.0,74,229,1.6
2024/04/17,12:00,24.0,0.0,75,239,1.4
2024/04/17,13:00,23.7,0.0,73,216,1.1
2024/04/17,14:00,23.3,0.0,75,228,1.7
2024/04/17,15:00,24.1,0.0,72,249,1.1
2024/04/17,16:00,22.3,0.0,80,237,1.8
2024/04/17,17:00,20.3,0.0,88,245,1.3
2024/04/17,18:00,19.5,0.0,91,237,0.8
2024/04/17,19:00,19.6,0.0,87,261,0.9
2024/04/17,20:00,19.8,0.0,85,238,1.0
2024/04/17,21:00,19.3,0.0,87,218,1.4
2024/04/17,22:00,18.7,0.0,91,241,0.9
2024/04/17,23:00,18.5,0.0,92,247,0.6
2024/04/18,00:00,18.5,0.0,91,252,0.3
2024/04/18,01:00,18.7,0.0,90,222,0.7
2024/04/18,02:00,18.7,0.0,90,220,0.5
2024/04/18,03:00,18.5,0.0,91,211,0.4
2024/04/18,04:00,18.6,0.0,92,0,0.3
2024/04/18,05:00,18.4,0.0,92,250,0.3
2024/04/18,06:00,18.2,0.0,93,282,0.6
2024/04/18,07:00,18.2,0.0,93,219,0.6
2024/04/18,08:00,18.3,0.0,93,250,0.7
2024/04/18,09:00,19.0,0.0,90,265,0.5
2024/04/18,10:00,19.7,0.0,87,219,1.3
2024/04/18,11:00,20.7,0.0,83,234,0.7
2024/04/18,12:00,21.8,0.0,79,231,1.6
2024/04/18,13:00,20.8,0.0,84,238,1.9
2024/04/18,14:00,21.5,0.0,78,231,2.3
2024/04/18,15:00,21.7,0.0,79,236,2.0
2024/04/18,16:00,21.5,0.0,80,234,2.1
2024/04/18,17:00,20.1,0.0,83,243,2.0
2024/04/18,18:00,19.6,0.0,84,244,1.2
2024/04/18,19:00,19.4,0.0,84,237,1.2
2024/04/18,20:00,19.4,0.0,84,250,0.4
2024/04/18,21:00,19.7,0.0,83,234,0.9
2024/04/18,22:00,19.6,0.0,85,225,1.0
2024/04/18,23:00,19.1,0.0,86,261,0.5
2024/04/19,00:00,18.8,0.0,88,232,0.9
2024/04/19,01:00,18.7,0.0,89,271,0.5
2024/04/19,02:00,18.7,0.0,88,240,0.4
2024/04/19,03:00,18.5,0.0,88,266,0.2
2024/04/19,04:00,18.4,0.0,89,281,0.0
2024/04/19,05:00,18.3,0.0,89,232,0.9
2024/04/19,06:00,18.0,0.0,92,237,0.3
2024/04/19,07:00,18.3,0.0,91,235,0.7
2024/04/19,08:00,20.2,0.0,82,223,0.8
2024/04/19,09:00,20.0,0.0,87,236,1.3
2024/04/19,10:00,19.7,0.0,89,235,1.7
2024/04/19,11:00,22.3,0.0,78,232,1.1
2024/04/19,12:00,21.5,0.0,81,237,1.9
2024/04/19,13:00,22.0,0.0,79,236,1.7
2024/04/19,14:00,22.5,0.0,77,233,1.7
2024/04/19,15:00,24.2,0.0,71,230,1.6
2024/04/19,16:00,23.8,0.0,72,231,1.9
2024/04/19,17:00,24.1,0.0,67,225,1.7
2024/04/19,18:00,24.1,0.0,61,261,0.4
2024/04/19,19:00,24.3,0.0,58,214,0.3
2024/04/19,20:00,21.4,0.0,76,248,0.7
2024/04/19,21:00,21.7,0.0,75,287,0.3
2024/04/19,22:00,22.5,0.0,69,252,0.2
2024/04/19,23:00,22.2,0.0,74,238,0.6
2024/04/20,00:00,22.3,0.0,75,220,0.1
2024/04/20,01:00,21.5,0.0,78,229,1.2
2024/04/20,02:00,20.1,0.0,85,233,0.7
2024/04/20,03:00,19.1,0.0,92,244,0.4
2024/04/20,04:00,19.8,0.0,87,244,0.4
2024/04/20,05:00,20.0,0.0,84,239,0.4
2024/04/20,06:00,19.9,0.0,84,280,0.1
2024/04/20,07:00,20.6,0.0,81,226,0.9
2024/04/20,08:00,22.7,0.0,71,238,0.4
2024/04/20,09:00,25.0,0.0,62,225,0.6
2024/04/20,10:00,24.3,0.0,71,229,1.7
2024/04/20,11:00,26.0,0.0,62,239,1.7
2024/04/20,12:00,25.8,0.0,62,235,1.8
2024/04/20,13:00,25.2,0.0,68,232,2.2
2024/04/20,14:00,24.9,0.0,64,241,1.5
2024/04/20,15:00,25.9,0.0,62,233,2.2
2024/04/20,16:00,23.8,0.0,73,231,1.7
2024/04/20,17:00,24.3,0.0,68,236,1.1
2024/04/20,18:00,23.3,0.0,71,231,1.7
2024/04/20,19:00,22.8,0.0,71,233,1.3
2024/04/20,20:00,22.4,0.0,72,234,1.4
2024/04/20,21:00,22.4,0.0,72,288,0.6
2024/04/20,22:00,22.8,0.0,70,241,1.2
2024/04/20,23:00,23.0,0.0,68,243,0.9
2024/04/21,00:00,22.7,0.0,69,248,0.6
2024/04/21,01:00,22.3,0.0,73,231,1.2
2024/04/21,02:00,22.5,0.0,72,229,0.9
2024/04/21,03:00,20.3,0.0,86,238,1.0
2024/04/21,04:00,19.8,0.0,90,242,0.9
2024/04/21,05:00,20.0,0.0,89,236,0.9
2024/04/21,06:00,20.0,0.0,89,247,0.5
2024/04/21,07:00,20.8,0.0,86,220,0.8
2024/04/21,08:00,21.6,0.0,83,198,0.3
2024/04/21,09:00,24.4,0.0,69,174,0.4
2024/04/21,10:00,25.4,0.0,68,224,1.2
2024/04/21,11:00,25.7,0.0,64,226,1.5
2024/04/21,12:00,26.3,0.0,60,219,1.5
2024/04/21,13:00,27.4,0.0,58,223,1.4
2024/04/21,14:00,27.3,0.0,57,236,1.9
2024/04/21,15:00,25.5,0.0,69,252,1.1
2024/04/21,16:00,23.2,0.0,77,239,1.9
2024/04/21,17:00,22.9,0.0,80,234,1.6
2024/04/21,18:00,22.5,0.0,77,230,1.7
2024/04/21,19:00,22.6,0.0,73,235,0.9
2024/04/21,20:00,22.7,0.0,73,335,0.2
2024/04/21,21:00,22.9,0.0,72,111,0.1
2024/04/21,22:00,21.7,0.0,82,236,1.4
2024/04/21,23:00,22.1,0.0,79,235,0.5
2024/04/22,00:00,22.1,0.0,79,245,1.0
2024/04/22,01:00,21.6,0.0,80,233,1.2
2024/04/22,02:00,21.8,0.0,79,261,0.4
2024/04/22,03:00,22.1,0.0,76,249,0.7
2024/04/22,04:00,21.8,0.0,76,298,0.1
2024/04/22,05:00,21.8,0.0,76,238,0.0
2024/04/22,06:00,21.2,0.0,80,117,0.0
2024/04/22,07:00,22.0,0.0,78,117,0.0
2024/04/22,08:00,25.8,0.0,65,73,0.1
2024/04/22,09:00,27.1,0.0,61,227,1.4
2024/04/22,10:00,27.5,0.0,59,228,2.0
2024/04/22,11:00,27.9,0.0,61,234,2.1
2024/04/22,12:00,28.4,0.0,60,227,2.3
2024/04/22,13:00,27.0,0.0,66,231,1.7
2024/04/22,14:00,25.4,0.0,72,237,1.8
2024/04/22,15:00,25.7,0.0,72,233,1.8
2024/04/22,16:00,25.2,0.0,73,229,1.7
2024/04/22,17:00,24.2,0.0,74,233,1.8
2024/04/22,18:00,22.4,0.0,81,235,1.4
2024/04/22,19:00,22.1,0.0,82,233,1.7
2024/04/22,20:00,21.9,0.0,83,231,1.2
2024/04/22,21:00,20.8,0.0,89,229,1.7
2024/04/22,22:00,21.0,0.0,88,230,1.3
2024/04/22,23:00,20.7,0.0,89,248,1.0
2024/04/23,00:00,20.3,0.0,91,230,1.0
2024/04/23,01:00,19.8,0.0,95,243,1.3
2024/04/23,02:00,19.9,0.0,94,233,1.1
2024/04/23,03:00,19.6,0.0,95,241,1.0
2024/04/23,04:00,19.4,0.0,96,241,1.0
2024/04/23,05:00,19.3,0.0,97,239,0.8
2024/04/23,06:00,19.6,0.0,95,229,0.9
2024/04/23,07:00,19.4,0.0,95,229,1.2
2024/04/23,08:00,19.4,0.0,95,231,0.8
2024/04/23,09:00,20.8,0.0,91,231,1.0
2024/04/23,10:00,22.8,0.0,82,234,2.0
2024/04/23,11:00,22.8,0.0,81,229,1.0
2024/04/23,12:00,25.0,0.0,70,234,1.1
2024/04/23,13:00,23.0,0.0,79,253,1.2
2024/04/23,14:00,23.2,0.0,80,240,2.0
2024/04/23,15:00,24.1,0.0,75,243,1.4
2024/04/23,16:00,23.6,0.0,77,236,2.1
2024/04/23,17:00,22.6,0.0,79,229,1.7
2024/04/23,18:00,22.0,0.0,79,249,0.6
2024/04/23,19:00,21.0,0.0,85,235,1.6
2024/04/23,20:00,20.6,0.0,88,241,1.2
2024/04/23,21:00,20.6,0.0,88,234,1.2
2024/04/23,22:00,20.3,0.0,91,235,1.0
2024/04/23,23:00,20.2,0.0,91,245,0.8
2024/04/24,00:00,19.9,0.0,93,232,1.6
2024/04/24,01:00,19.8,0.0,94,339,0.2
2024/04/24,02:00,19.3,0.0,96,222,0.4
2024/04/24,03:00,19.4,0.0,95,238,0.8
2024/04/24,04:00,19.3,0.0,95,231,0.9
2024/04/24,05:00,19.0,0.0,96,228,0.8
2024/04/24,06:00,19.0,0.0,96,223,0.7
2024/04/24,07:00,18.9,0.0,97,218,0.6
2024/04/24,08:00,19.2,0.0,95,212,0.7
2024/04/24,09:00,19.8,0.0,92,209,0.7
2024/04/24,10:00,22.1,0.0,81,243,0.7
2024/04/24,11:00,24.0,0.0,75,257,0.7
2024/04/24,12:00,25.1,0.0,72,261,0.9
2024/04/24,13:00,24.3,0.0,73,226,2.2
2024/04/24,14:00,23.4,0.0,76,231,2.3
2024/04/24,15:00,22.9,0.0,80,202,1.5
2024/04/24,16:00,22.2,0.0,80,214,1.4
2024/04/24,17:00,20.9,0.0,84,237,1.9
2024/04/24,18:00,19.9,0.0,88,234,1.5
2024/04/24,19:00,19.9,0.0,87,230,1.6
2024/04/24,20:00,19.7,0.0,87,233,1.5
2024/04/24,21:00,19.5,0.0,89,236,0.9
2024/04/24,22:00,19.4,0.0,89,243,1.0
2024/04/24,23:00,19.2,0.0,90,241,1.3
2024/04/25,00:00,19.4,0.0,90,239,0.8
2024/04/25,01:00,19.4,0.0,89,240,0.4
2024/04/25,02:00,19.5,0.0,89,44,0.1
2024/04/25,03:00,19.7,0.0,87,207,0.7
2024/04/25,04:00,19.6,0.0,87,216,0.6
2024/04/25,05:00,19.7,0.0,88,249,0.3
2024/04/25,06:00,19.8,0.0,87,45,0.4
2024/04/25,07:00,19.7,0.0,88,328,0.9
2024/04/25,08:00,20.1,0.0,88,183,0.2
2024/04/25,09:00,20.5,0.0,86,334,0.4
2024/04/25,10:00,21.4,0.0,82,314,1.4
2024/04/25,11:00,22.5,0.0,78,283,0.9
2024/04/25,12:00,24.0,0.0,73,227,0.8
2024/04/25,13:00,23.4,0.0,78,216,2.3
2024/04/25,14:00,22.8,0.0,78,223,2.3
2024/04/25,15:00,21.1,0.0,84,224,2.0
2024/04/25,16:00,20.8,0.0,85,232,1.6
2024/04/25,17:00,19.6,0.0,89,241,1.6
2024/04/25,18:00,19.5,0.0,89,236,1.2
2024/04/25,19:00,19.5,0.0,89,235,1.1
2024/04/25,20:00,19.6,0.0,88,234,1.1
2024/04/25,21:00,19.6,0.0,88,242,0.9
2024/04/25,22:00,19.3,0.0,90,246,0.7
2024/04/25,23:00,19.4,0.0,90,249,0.3
2024/04/26,00:00,19.2,0.0,91,244,0.4
2024/04/26,01:00,19.0,0.0,92,243,0.6
2024/04/26,02:00,19.2,0.0,92,236,0.6
2024/04/26,03:00,19.1,0.0,91,239,0.4
2024/04/26,04:00,18.9,0.0,92,242,0.1
2024/04/26,05:00,18.7,0.0,94,85,0.0
2024/04/26,06:00,18.7,0.0,94,207,0.1
2024/04/26,07:00,19.0,0.0,92,216,0.7
2024/04/26,08:00,18.4,0.0,96,237,0.9
2024/04/26,09:00,19.8,0.0,91,237,1.1
2024/04/26,10:00,23.3,0.0,79,245,0.9
2024/04/26,11:00,23.8,0.0,74,249,1.0
2024/04/26,12:00,23.6,0.0,74,232,2.3
2024/04/26,13:00,24.3,0.0,71,247,1.2
2024/04/26,14:00,24.7,0.0,73,235,1.4
2024/04/26,15:00,23.8,0.0,75,258,1.0
2024/04/26,16:00,22.9,0.0,79,228,2.2
2024/04/26,17:00,21.9,0.0,81,237,1.3
2024/04/26,18:00,20.4,0.0,87,241,1.3
2024/04/26,19:00,20.5,0.0,87,235,1.1
2024/04/26,20:00,20.6,0.0,85,239,1.1
2024/04/26,21:00,20.8,0.0,83,70,0.3
2024/04/26,22:00,20.1,0.0,87,233,1.4
2024/04/26,23:00,19.9,0.0,87,235,1.1
2024/04/27,00:00,19.6,0.0,89,24,0.2
2024/04/27,01:00,19.9,0.0,87,230,1.0
2024/04/27,02:00,19.0,0.0,92,231,0.6
2024/04/27,03:00,18.8,0.0,93,324,0.0
2024/04/27,04:00,19.2,0.0,92,214,0.1
2024/04/27,05:00,19.4,0.0,91,263,0.1
2024/04/27,06:00,19.3,0.0,91,320,0.0
2024/04/27,07:00,19.4,0.0,91,311,0.3
2024/04/27,08:00,21.2,0.0,83,198,0.1
2024/04/27,09:00,22.0,0.0,81,220,1.1
2024/04/27,10:00,24.2,0.0,74,244,0.8
2024/04/27,11:00,25.7,0.0,67,213,1.4
2024/04/27,12:00,25.4,0.0,68,229,1.7
2024/04/27,13:00,24.4,0.0,73,220,1.7
2024/04/27,14:00,24.7,0.0,69,253,1.1
2024/04/27,15:00,24.2,0.0,69,231,1.7
2024/04/27,16:00,22.6,0.0,78,242,1.4
2024/04/27,17:00,21.5,0.0,82,237,1.2
2024/04/27,18:00,21.7,0.0,76,231,1.6
2024/04/27,19:00,20.7,0.0,83,243,0.9
2024/04/27,20:00,20.1,0.0,85,235,1.4
2024/04/27,21:00,20.3,0.0,85,231,1.2
2024/04/27,22:00,20.7,0.0,83,233,1.2
2024/04/27,23:00,20.1,0.0,87,216,1.1
2024/04/28,00:00,19.9,0.0,88,237,0.5
2024/04/28,01:00,19.1,0.0,91,217,1.5
2024/04/28,02:00,18.9,0.0,93,295,0.3
2024/04/28,03:00,18.9,0.0,91,210,0.8
2024/04/28,04:00,18.5,0.0,93,216,0.8
2024/04/28,05:00,18.7,0.0,91,193,0.3
2024/04/28,06:00,18.7,0.0,91,260,0.0
2024/04/28,07:00,19.3,0.0,89,348,0.0
2024/04/28,08:00,21.2,0.0,82,97,0.0
2024/04/28,09:00,22.3,0.0,78,206,1.1
2024/04/28,10:00,23.5,0.0,73,239,0.8
2024/04/28,11:00,23.9,0.0,73,208,1.9
2024/04/28,12:00,24.8,0.0,71,209,1.5
2024/04/28,13:00,24.9,0.0,70,224,1.4
2024/04/28,14:00,26.1,0.0,66,222,1.3
2024/04/28,15:00,23.7,0.0,76,229,2.1
2024/04/28,16:00,22.9,0.0,77,246,0.8
2024/04/28,17:00,21.8,0.0,80,235,1.7
2024/04/28,18:00,20.3,0.0,88,240,0.7
2024/04/28,19:00,20.0,0.0,89,228,1.3
2024/04/28,20:00,20.1,0.0,88,231,1.4
2024/04/28,21:00,19.9,0.0,88,237,1.2
2024/04/28,22:00,19.7,0.0,86,243,0.9
2024/04/28,23:00,19.6,0.0,87,260,0.4
2024/04/29,00:00,19.3,0.0,89,243,0.8
2024/04/29,01:00,18.9,0.0,92,245,1.2
2024/04/29,02:00,18.8,0.0,92,252,0.1
2024/04/29,03:00,18.8,0.0,93,61,0.1
2024/04/29,04:00,18.9,0.0,92,250,0.0
2024/04/29,05:00,18.8,0.0,92,226,1.3
2024/04/29,06:00,18.3,0.0,96,236,0.3
2024/04/29,07:00,18.2,0.0,97,250,0.4
2024/04/29,08:00,20.9,0.0,85,212,0.6
2024/04/29,09:00,22.7,0.0,78,185,0.5
2024/04/29,10:00,21.5,0.0,82,203,1.6
2024/04/29,11:00,22.4,0.0,78,218,1.9
2024/04/29,12:00,22.5,0.0,77,254,1.1
2024/04/29,13:00,25.5,0.0,65,241,1.0
2024/04/29,14:00,24.9,0.0,69,241,1.6
2024/04/29,15:00,24.2,0.0,69,238,2.2
2024/04/29,16:00,21.8,0.0,80,235,1.8
2024/04/29,17:00,21.6,0.0,80,229,1.9
2024/04/29,18:00,20.9,0.0,80,226,1.8
2024/04/29,19:00,20.7,0.0,82,251,0.4
2024/04/29,20:00,20.9,0.0,82,279,0.2
2024/04/29,21:00,21.0,0.0,82,230,1.4
2024/04/29,22:00,20.7,0.0,84,230,1.4
2024/04/29,23:00,20.1,0.0,88,237,1.2
2024/04/30,00:00,19.5,0.0,90,259,0.6
2024/04/30,01:00,19.4,0.0,91,253,0.8
2024/04/30,02:00,19.2,0.0,92,261,0.7
2024/04/30,03:00,19.6,0.0,90,256,0.6
2024/04/30,04:00,19.5,0.0,91,230,1.0
2024/04/30,05:00,19.7,0.0,90,230,0.9
2024/04/30,06:00,18.9,0.0,92,224,1.5
2024/04/30,07:00,19.3,0.0,92,231,0.9
2024/04/30,08:00,20.8,0.0,86,234,0.9
2024/04/30,09:00,21.8,0.0,81,236,1.6
2024/04/30,10:00,22.7,0.0,78,240,1.6
2024/04/30,11:00,23.6,0.0,73,246,1.3
2024/04/30,12:00,24.3,0.0,71,241,1.3
2024/04/30,13:00,23.8,0.0,76,231,2.4
2024/04/30,14:00,23.1,0.0,74,254,0.7
2024/04/30,15:00,23.2,0.0,75,240,1.5
2024/04/30,16:00,23.2,0.0,74,232,1.4
2024/04/30,17:00,22.6,0.0,75,236,1.7
2024/04/30,18:00,21.2,0.0,81,240,1.8
2024/04/30,19:00,20.4,0.0,83,266,0.8
2024/04/30,20:00,20.4,0.0,84,240,1.5
2024/04/30,21:00,20.1,0.0,87,232,0.7
2024/04/30,22:00,19.6,0.0,90,243,0.9
2024/04/30,23:00,19.5,0.0,91,230,1.6
2024/05/01,00:00,19.4,0.0,92,252,0.7
2024/05/01,01:00,19.4,0.0,92,250,0.5
2024/05/01,02:00,19.8,0.0,90,231,1.3
2024/05/01,03:00,18.8,0.0,95,233,1.3
2024/05/01,04:00,18.2,0.0,98,233,1.5
2024/05/01,05:00,18.4,0.0,97,229,0.8
2024/05/01,06:00,18.5,0.0,96,227,0.9
2024/05/01,07:00,18.5,0.0,97,248,0.6
2024/05/01,08:00,18.4,0.0,97,216,1.0
2024/05/01,09:00,19.8,0.0,92,235,1.0
2024/05/01,10:00,22.8,0.0,80,213,1.2
2024/05/01,11:00,23.5,0.0,75,214,1.7
2024/05/01,12:00,23.3,0.0,75,223,1.6
2024/05/01,13:00,22.5,0.0,79,243,1.9
2024/05/01,14:00,22.0,0.0,81,234,2.6
2024/05/01,15:00,20.7,0.0,88,235,2.1
2024/05/01,16:00,20.3,0.0,88,231,1.7
2024/05/01,17:00,19.9,0.0,89,244,1.9
2024/05/01,18:00,19.0,0.0,92,249,1.1
2024/05/01,19:00,18.9,0.0,94,243,1.0
2024/05/01,20:00,18.8,0.0,95,242,0.9
2024/05/01,21:00,18.7,0.0,95,237,1.7
2024/05/01,22:00,18.8,0.0,94,245,1.1
2024/05/01,23:00,18.9,0.0,94,47,0.5
2024/05/02,00:00,18.5,0.0,96,258,0.8
2024/05/02,01:00,18.9,0.0,92,238,0.6
2024/05/02,02:00,18.9,0.0,92,243,1.0
2024/05/02,03:00,18.8,0.0,93,247,0.7
2024/05/02,04:00,18.9,0.0,91,224,0.6
2024/05/02,05:00,18.9,0.0,91,273,0.5
2024/05/02,06:00,18.9,0.0,91,231,1.1
2024/05/02,07:00,18.6,0.0,94,230,0.6
2024/05/02,08:00,18.6,0.0,95,215,0.8
2024/05/02,09:00,19.4,0.0,89,228,0.4
2024/05/02,10:00,20.1,0.0,87,212,0.7
2024/05/02,11:00,20.9,0.0,85,214,1.5
2024/05/02,12:00,20.3,0.0,86,225,1.4
2024/05/02,13:00,23.1,0.0,76,230,1.2
2024/05/02,14:00,21.2,0.0,84,231,2.1
2024/05/02,15:00,20.5,0.0,85,234,1.3
2024/05/02,16:00,18.9,0.0,91,228,2.3
2024/05/02,17:00,18.7,0.0,93,229,1.5
2024/05/02,18:00,18.4,0.0,93,215,0.5
2024/05/02,19:00,18.5,0.0,92,230,0.8
2024/05/02,20:00,19.1,0.0,90,238,1.5
2024/05/02,21:00,18.8,0.0,93,242,1.3
2024/05/02,22:00,18.6,0.0,93,235,1.5
2024/05/02,23:00,18.6,0.0,94,236,1.4
2024/05/03,00:00,18.7,0.0,92,237,1.2
2024/05/03,01:00,18.7,0.0,93,228,1.4
2024/05/03,02:00,18.6,0.0,94,230,1.2
2024/05/03,03:00,18.3,0.0,96,230,1.1
2024/05/03,04:00,18.5,0.0,94,231,1.2
2024/05/03,05:00,18.1,0.0,95,231,1.2
2024/05/03,06:00,18.3,0.0,94,229,1.0
2024/05/03,07:00,18.1,0.0,96,209,0.7
2024/05/03,08:00,18.2,0.0,97,294,0.5
2024/05/03,09:00,19.2,0.0,90,306,0.5
2024/05/03,10:00,19.9,0.0,87,212,1.0
2024/05/03,11:00,20.4,0.0,85,216,1.6
2024/05/03,12:00,21.4,0.0,81,218,1.8
2024/05/03,13:00,22.0,0.0,79,215,2.2
2024/05/03,14:00,21.1,0.0,82,228,1.6
2024/05/03,15:00,22.3,0.0,79,262,0.7
2024/05/03,16:00,19.9,0.0,87,254,1.1
2024/05/03,17:00,20.0,0.0,86,233,1.7
2024/05/03,18:00,19.2,0.0,89,238,1.7
2024/05/03,19:00,19.1,0.0,90,261,0.7
2024/05/03,20:00,18.8,0.0,91,241,1.3
2024/05/03,21:00,18.7,0.0,92,240,0.6
2024/05/03,22:00,18.2,0.0,94,245,1.2
2024/05/03,23:00,18.1,0.0,95,241,0.7
2024/05/04,00:00,18.2,0.0,95,240,0.7
2024/05/04,01:00,18.5,0.0,93,232,0.7
2024/05/04,02:00,18.5,0.0,93,221,0.5
2024/05/04,03:00,18.4,0.0,93,3,0.1
2024/05/04,04:00,18.4,0.0,93,239,0.2
